Player,embedding
Brendan Guhle,"[0.11227274478634654,0.13154686401951798,0.12286408398037105,0.14850692321270303,0.097870340163427,0.0881921543158974,0.11974987499072982,0.1482465688477126,0.10934173466907056,0.0973585702070533,0.10823913003866427,0.1018156636984631,0.09006944255526504,0.1295992318411974,0.06791483057512569,0.16079957520570642,0.1413960355380267,0.03633522670350785,0.17426220273415227,0.11771243554888847,0.13417862734051966,0.09719320766835884,0.1497508572552746,0.15224644469448556,0.14220965079110276,0.09232953454930079,0.06416154226661751,0.1638775046844916,0.09864155389466031,0.12633383292612854,0.11754336809621578,0.09236859012478255,0.1545973874884405,0.1456376511692744,0.18184966401737743,0.1005580966794686,0.13579542915257545,0.08917107508968952,0.10590969407055431,0.1472721386972865,0.09890509128603092,0.12972754416305454,0.1178538588520535,0.11978622499644083,0.12208041539984792,0.10498176583416524,0.09864586427121347,0.15539000038319406,0.09571177052699874,0.14911139553277822,0.14698145894805306,0.07075998983938687,0.10324914899155146,0.11467654821938576,0.1510669347224352,0.09610900672174107,0.16195822228942497,0.09526683874767714,0.1530944931734032,0.18673206281110455,0.1335250185881037,0.08350917480055908,0.17557916258380485,0.09307070106230778]"
Travis Boyd,"[0.11224445399786814,0.13168403164920983,0.12306209244919993,0.1487187245441304,0.09775742981107742,0.08789427732828599,0.11951035233911034,0.14812807962492017,0.10913542047774052,0.09727119965728206,0.10782473877250563,0.1018139885401307,0.08990808584213292,0.12927312626843512,0.06781116359121751,0.1610305869481448,0.1416812649560192,0.03616355940809202,0.17471624882041595,0.11795956065547702,0.13456011720043745,0.09672567559185233,0.14956526277005328,0.15249848284887238,0.14240097269095667,0.09195979825534971,0.06400073174108864,0.16389216301256357,0.09854140620307265,0.12664643727829913,0.11714396804564163,0.09271047348049734,0.15453522123119293,0.14591090368417348,0.18211599350212365,0.10039540950889314,0.13550562345782385,0.08893359697948573,0.10568050070774876,0.14756019604341888,0.09888636956959948,0.1295145574973033,0.11776212091009154,0.11967868470191093,0.12196068817869596,0.10516124783069165,0.09820215562390731,0.15583563017654825,0.09525361966552423,0.14929112472601205,0.14672461927006972,0.0704517071371566,0.10333610360128119,0.11462392690495443,0.15088989322626434,0.09582521442514155,0.16178403326225027,0.09479358726803344,0.15302880404938413,0.18706792505095107,0.1338242537160287,0.08324636015554622,0.1761425417412365,0.09296794330224747]"
Joe Hicketts,"[0.11227333473544925,0.1315190787215573,0.12286472521541304,0.14849207404965256,0.09786184514718714,0.08818950364080078,0.11975477986210445,0.14826429503295524,0.10934300247789801,0.09735504706560975,0.10826489997065304,0.10179677630143845,0.09007359065194724,0.12958542192891673,0.06791513341602325,0.16080816724147362,0.1413644253856371,0.03632087990386406,0.17424303133296676,0.11769561448901557,0.13414555136019593,0.0972045005336654,0.14976104478476887,0.15222338319113146,0.14220534125361503,0.0923333904342937,0.06415909936845139,0.16391383424258232,0.0986120803784691,0.1263336976539508,0.11757923771335889,0.09235938044574653,0.15461039776955016,0.14562298118872452,0.1818431177419053,0.10053867620477253,0.13582531907055123,0.08916801471729323,0.10590701223036027,0.1472705364876017,0.09891410071024159,0.1297756606639736,0.11787623031187126,0.1197831092207047,0.12207783943651371,0.10496936888430397,0.09863080504822498,0.15537665857554459,0.09572826668639574,0.14912966538291617,0.14699542076328329,0.07075538728686973,0.10322693783892521,0.11467969516295681,0.15107241712578456,0.09611639584334358,0.1619928737280813,0.09530293536863019,0.15311467462330827,0.18672758991911154,0.13353165352010496,0.08349199479063026,0.17553614001530646,0.09306538601927979]"
Trevor Carrick,"[0.11232615649933081,0.13137292127384229,0.12250400444707575,0.14815233339011558,0.09810072109894258,0.08872224220733975,0.12018112128801839,0.14841678659806712,0.10969153118008032,0.09751880857000489,0.1089181059395116,0.10187522290454222,0.09033403817644627,0.13019446749344998,0.0681064709832911,0.1603786988212306,0.14095657311525972,0.036670706443038645,0.17349051474546115,0.11730511204746137,0.13358910960347206,0.09799023591720131,0.15007257043830213,0.15184063727050412,0.14186194001425217,0.0929764068228143,0.06445716780394008,0.16376155121588135,0.09886944670701732,0.1257830787010944,0.11816518085707368,0.0917820020430671,0.154693661230236,0.14517052851217974,0.1813785106946769,0.1008882002816278,0.13624411888346025,0.08960766730268896,0.10631602849339972,0.146764982538724,0.09890311475338094,0.12999137269787348,0.11797079613420793,0.11998643661029114,0.12229870335245695,0.10467869281037467,0.09945716446383188,0.15461980951597484,0.09650799975660294,0.14873643691226435,0.14740408682310122,0.07133977639471074,0.10315443443878185,0.11477770458573827,0.1513555296417297,0.09661298017019429,0.1621895696536562,0.09602818865243601,0.15317041887353858,0.1861332658886668,0.13298316153824333,0.08402036783778564,0.17467064323437276,0.09327951201994682]"
Martin Necas,"[0.11224085295882215,0.13172064450951707,0.12308108646577041,0.14875261935917333,0.09775312619662371,0.0878679096604905,0.11948155012020659,0.1481010310880217,0.10911499671984991,0.09726622768284929,0.10776220282895763,0.1018292421310581,0.08988969368576434,0.12925395837804698,0.06780045426955507,0.16104484089251242,0.1417363616172568,0.03615930031788536,0.1747768293110913,0.11799825631485926,0.13462473458117896,0.09667122470131677,0.14953754817734455,0.15254328438910303,0.14242406282558528,0.09192062825723574,0.06398697589998126,0.1638626737150556,0.09855787462917372,0.12667680343059268,0.11707469516562306,0.09275188554205945,0.1545167325490309,0.14595075911810296,0.18214781064905447,0.10039626715437394,0.13545167189948354,0.08891251026416756,0.10566079844558114,0.1475893597737457,0.09887785562620566,0.12945294617540232,0.11773384007812339,0.11967055869142156,0.12195105672646649,0.10519006202508054,0.0981725892817123,0.15589046437333334,0.09519393040274618,0.14929361677240627,0.14668748136092966,0.07042450687622433,0.10336307637803244,0.11461528717788066,0.15086855781359174,0.09579022224039356,0.16173707995416753,0.0947166359706565,0.15300472586874095,0.18710466479891658,0.13384724302728884,0.08323514664170377,0.1762337873585386,0.0929617897091349]"
Carson Soucy,"[0.11226706122515492,0.13155292066851845,0.12290870983990484,0.14854088039839533,0.09783781721014977,0.08812343913806252,0.11970114178046509,0.14823598101133267,0.10929683253342831,0.09733596641599157,0.10816973229921029,0.101798732029152,0.09003708058045833,0.12951432145343897,0.06789210901952103,0.16085881723137954,0.14143155203235017,0.03628424750891583,0.17434646976431048,0.11775252785446597,0.13423444734672468,0.09709899182856482,0.1497187797299713,0.15228210538146772,0.14224832799221698,0.0922506115841886,0.0641236236993592,0.1639129479911466,0.09859302534643737,0.1264033689095996,0.11748619340465027,0.0924364771693197,0.15459532323999103,0.14568542207888957,0.18190320502300367,0.10050469697373436,0.1357574635237953,0.08911560664502459,0.10585626893684706,0.14733494079655554,0.09890876844448125,0.1297227346387587,0.1178533274408672,0.11975961180200724,0.1220515450566828,0.10501063717101643,0.0985336180747209,0.15547746901007387,0.09562453292366953,0.1491675192107863,0.14693672452227924,0.07068745531902443,0.1032489564037781,0.11466780328460709,0.15103232537562059,0.09605256266969688,0.1619502357628466,0.09519341680814813,0.15309785953190697,0.18680297648021044,0.13359762012013332,0.08343551601350226,0.17566678642504457,0.0930432779078489]"
Brendan Lemieux,"[0.11227663668288347,0.13152222734095056,0.12284015921613406,0.1484761448576082,0.09788184891319743,0.08822666962573929,0.11978143210921587,0.14826653730590594,0.10936600244003443,0.09736744350003175,0.10829702681122796,0.10181077725677169,0.0900891495244856,0.12963311261783866,0.06792777040181026,0.16077534661654255,0.14135158142160759,0.03635114771870839,0.17420140893751063,0.1176772059264703,0.1341233775805146,0.09725212438669861,0.1497772506505582,0.15220831780679958,0.14218436828261977,0.09237497916793169,0.06418028806776653,0.16388676250874185,0.0986432325203633,0.12629647065357236,0.1176021043722604,0.09232452837208424,0.15461017046040607,0.14559939745212708,0.18181508958364598,0.10057140018530997,0.1358396215705388,0.08919919695461116,0.10593594478449184,0.14723723630574587,0.09890903331494559,0.1297677263810149,0.11787205132275025,0.1197984079289677,0.12209407116288401,0.10495554133237577,0.09869358644386292,0.15533207624996645,0.09577304861487321,0.14909473109720475,0.14701667719690298,0.07079683442266746,0.10323232735732107,0.11468472355669365,0.15108911508411135,0.0961464754477489,0.1619901378196567,0.09533499365195638,0.1531090358806348,0.18668982405133552,0.13349160174686578,0.08353567054908449,0.17549802370957984,0.09308214401455076]"
Nicolas Roy,"[0.11224564313322104,0.13167278330653892,0.12305550290047045,0.14870784733885073,0.09775933341039512,0.08790354561615553,0.11951989420811783,0.14813642634848337,0.10914244614357857,0.09727325217506178,0.10784498802155049,0.10180967853513832,0.08991432661345186,0.12928047159241862,0.06781486641776789,0.16102515104068402,0.14166393733523056,0.036165754760755814,0.17469631040741193,0.11794706349513646,0.13453946350937865,0.09674398016752954,0.1495742869226801,0.15248426560744677,0.14239322899296522,0.09197311834285968,0.0640056026091739,0.16390047472546274,0.09853729475874864,0.12663600198840902,0.1171660569235193,0.0926967141535122,0.1545407882247045,0.1458979445501549,0.18210532790737338,0.10039607764366064,0.13552273205420662,0.08894095096689861,0.10568742955892012,0.14755018538699347,0.09888896666933458,0.12953342816527505,0.11777078235586194,0.11968158983358186,0.1219641089758218,0.10515199851102812,0.09821316490759248,0.15581733637453613,0.09527332021803332,0.1492893572046323,0.14673665804729685,0.07046126401725475,0.10332793892328969,0.11462672471540983,0.15089699919315763,0.0958368356992971,0.16179841358816424,0.09481829809991733,0.15303608660738424,0.1870554710867583,0.13381595756029308,0.08325106723573904,0.17611323343693397,0.09297034432610952]"
Ashton Sautner,"[0.11239888453617687,0.13117745902690905,0.12200026755834545,0.14767878184890437,0.09843571218651191,0.08945953069487521,0.12077436529406264,0.14862149076255757,0.11016801172447345,0.09774404053381949,0.10981669115473197,0.10199135780184995,0.0906885514596966,0.13103429278151954,0.06837334585652576,0.1597810365540068,0.14039532904050808,0.037161056528686544,0.17244165486556876,0.1167648110825105,0.1328282879536233,0.0990746286745116,0.15050411899660568,0.1513095874017232,0.14137900775531637,0.09386656805947827,0.06487202582376528,0.1635366093333818,0.09922614681524258,0.1250200981706034,0.11896469979300395,0.0909855841854769,0.15480865656106577,0.14453959317676604,0.18072646926259264,0.1013748452400638,0.13681534151535354,0.09021966314096104,0.10687970595049062,0.14606217933777507,0.0988792464614386,0.13027486504463262,0.11809611734915546,0.12026767627321058,0.12260338964442927,0.10427391146092099,0.10060331121447467,0.1535665134605481,0.09759195720164178,0.14817968262140108,0.1479635056558674,0.07216006700499018,0.10306097201046249,0.11491567533299553,0.15173955619569246,0.09730419702196698,0.16245137678584481,0.09702584137171266,0.15324224350654228,0.185298756889911,0.1322213040217801,0.08475887875220166,0.17347049768756428,0.09358069332069531]"
Casey Mittelstadt,"[0.11224647553643885,0.13167145764362323,0.12304852957998101,0.14870249454870202,0.09776426412102213,0.08791455169832768,0.1195273937928495,0.14813824646307316,0.10914984350702046,0.09727686875541172,0.10785620460609859,0.1018119780970701,0.08991972838889742,0.1292941369772461,0.06781834465671659,0.16101559715843713,0.14165808827362647,0.03617380417938863,0.17468286126159738,0.11794064691622574,0.13453008941839095,0.09675921542063243,0.14957919257196722,0.15247856668521026,0.1423873461628976,0.09198574408605749,0.06401155300889343,0.1638952398999184,0.09854508024845371,0.12662485967579937,0.11717555959469808,0.09268585121322946,0.15454093343713282,0.14589046319408402,0.18209694923191158,0.10040448748971152,0.13552897771435513,0.08894962611703792,0.1056960455244366,0.14754016199321324,0.09888872732507833,0.12953466058657112,0.11777095877847218,0.11968576273686889,0.12196866958642838,0.10514751530257144,0.09823112040925625,0.15580344250814152,0.0952870262389806,0.14928081424805772,0.14674392246039478,0.07047241018584703,0.10332761006388069,0.11462789669655146,0.15090276985120984,0.09584558414395569,0.16179994005662207,0.09483025430756069,0.15303559280059745,0.18704433082176747,0.13380434241782027,0.08326256829055387,0.176098970784144,0.09297442656783313]"
Sami Niku,"[0.11227549068925011,0.13150793099388128,0.12284964523287879,0.1484755357004114,0.09787022069804403,0.08821210640162586,0.119773150285639,0.14827374568713156,0.10935871030517805,0.09736157013936958,0.10829709430373304,0.10179642530787056,0.09008594394392563,0.12960986734395624,0.06792302553453945,0.16079077902561092,0.14134187950478666,0.03633360103176282,0.174207888557986,0.11767636568585098,0.13411567025442203,0.09724037243647754,0.14977541450533477,0.1522035691145483,0.14219063086920855,0.09236163931500081,0.06417127916773643,0.16391359843093053,0.09861893071284389,0.12630987576348202,0.11761052230626404,0.0923331276323182,0.15461546293874814,0.14560176677833317,0.1818226146340299,0.10055056085879471,0.13584810202567463,0.08918602638703998,0.10592437478033298,0.1472485384037242,0.09891570690873222,0.12979304421871968,0.11788375112567051,0.11979120823530984,0.12208687625718496,0.10495536914770176,0.0986642002634834,0.15534234582058137,0.09576359230891053,0.14911640011808586,0.1470153012499496,0.07077877809827127,0.103219754991658,0.11468377163496137,0.15108599445580684,0.09613820229100072,0.16200697830755934,0.09533989032754632,0.15312016017526425,0.18670182083687384,0.13350902586394994,0.08351157849077194,0.17549203787436,0.09307306797092545]"
Samuel Morin,"[0.11241557631163368,0.13128494895110232,0.12197012652252145,0.14768776179658694,0.09851007756096881,0.08947279566368097,0.12081048282687643,0.14855865366576204,0.11013979159138243,0.09777546254954039,0.10974796741054159,0.10210440881208747,0.09065792334563257,0.13105865314500798,0.06841028632057594,0.15975885428177367,0.14048714613648278,0.03721342153686367,0.17247296318652158,0.11679102067513196,0.1329691751105623,0.09904424923561723,0.15052836105553302,0.1513574569720556,0.14133439624581975,0.09386970940713162,0.06490742411792913,0.16338597164853305,0.09929569827716644,0.12502804663418562,0.11884487786270527,0.09100711749911987,0.1547981043742983,0.14453784475265577,0.18070019228667863,0.10144645315925517,0.13673821857270274,0.09026209301140133,0.10688535133516598,0.14605972507310389,0.09882434306088377,0.1301109606679785,0.11804771833168733,0.12028972315928153,0.12261601241750317,0.10427770620436982,0.10065125366672288,0.15356496213344834,0.09761927852897405,0.14806923218969295,0.1479220379001696,0.07225383393515487,0.10316538018272729,0.11496088771190605,0.15169154447870017,0.09733727816652439,0.16233854874421247,0.09693344017969854,0.1531902244146593,0.1852714809270907,0.13219416960993555,0.08484890338975484,0.17359488552634136,0.09365847074762489]"
Justin Holl,"[0.11225513026663322,0.13163274995942567,0.12298504764900532,0.14863829219608476,0.09780180181105722,0.08801142316712297,0.11960204011583567,0.14817231608379342,0.10921691615583738,0.09730635957611608,0.10798389946361765,0.1018157419608833,0.08997180905081169,0.12940305307977715,0.06785124385291086,0.16093852665809702,0.14157348753386267,0.03623232870055591,0.17454120134711323,0.11786505743211939,0.13441352447374932,0.0969080427123595,0.14963576007240845,0.15240314750646472,0.14232771988422804,0.09210404808294312,0.06406362275899483,0.1638830530960275,0.09858486226835729,0.1265241066434679,0.11729681888374854,0.09257799190760484,0.15455677053470768,0.14580660769399473,0.1820132328527179,0.10046118164875747,0.13561575868779155,0.08902608290355933,0.1057708259559002,0.14744762804036335,0.09889404659344987,0.1295933195947234,0.11779550135080813,0.11972076505335834,0.12200764564073172,0.10509329106727319,0.09837802836337983,0.1556631679393021,0.09542973392919005,0.14921989478768555,0.14682352735543353,0.07057125451687171,0.1033038361974818,0.11464325538518252,0.15095939007675022,0.09593415426451303,0.16184833435539553,0.09497472391958128,0.1530520251163502,0.18693777738138284,0.1337061593105031,0.08335049456207459,0.17592700841638625,0.09300786058991009]"
